EFX_ID,EFX_NAME,EFX_ADDRESS,EFX_CITY,EFX_STATE,EFX_ZIPCODE,EFX_ZIP4,EFX_CTRYISOCD,EFX_CTRYNAME,EFX_COUNTY,EFX_LEGSUBNUMALL,EFX_LEGSUBNAMEALL,EFX_LEGSUBADDRESSALL,EFX_LEGSUBCITYALL,EFX_LEGSUBSTATEALL,EFX_LEGSUBZIPCODEALL,EFX_LEGSUBZIP4ALL,EFX_LEGSUBCTRYISOCDALL,EFX_LEGSUBCTRYNAMEALL,EFX_LEGSUBCOUNTYALL,EFX_LEGDOMULTNUMALL,EFX_LEGDOMULTNAMEALL,EFX_LEGDOMULTAddressALL,EFX_LEGDOMULTCITYALL,EFX_LEGDOMULTSTATEALL,EFX_LEGDOMULTZIPCODEALL,EFX_LEGDOMULTZIP4ALL,EFX_LEGDOMULTCTRYISOCDALL,EFX_LEGDOMULTCTRYNAMEALL,EFX_LEGDOMULTCOUNTYALL,EFX_LEGULTNUMALL,EFX_LEGULTNAMEALL,EFX_LEGULTADDRESSALL,EFX_LEGULTCITYALL,EFX_LEGULTSTATEALL,EFX_LEGULTZIPCODEALL,EFX_LEGULTZIP4ALL,EFX_LEGULTCTRYISOCDALL,EFX_LEGULTCTRYNAMEALL,EFX_LEGULTCOUNTYALL,EFX_AFFLULTNUMALL,EFX_AFFLULTNAMEALL,EFX_AFFLULTADDRESSALL,EFX_AFFLULTCITYALL,EFX_AFFLULTSTATEALL,EFX_AFFLULTZIPCODEALL,EFX_AFFLULTZIP4ALL,EFX_AFFLULTCTRYISOCDALL,EFX_AFFLULTCTRYNAMEALL,EFX_AFFULTCOUNTYALL,tot_col,md5sum
96181823,DELOITTE LLP,8 HALLIDAY CT ,PURCHASE,NY,10577,2012,USA,United States of America,119,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"96181823DELOITTE LLP8 HALLIDAY CT PURCHASENY105772012USAUnited States of America11920123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",fd410c80d50d73417d15e2ec699901dc
103400906,DELOITTE,50 N LAURA ST STE 3400,JACKSONVILLE,FL,32202,3623,USA,United States of America,031,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"103400906DELOITTE50 N LAURA ST STE 3400JACKSONVILLEFL322023623USAUnited States of America03120123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",7c47dd1a25a23e775c161dee9d7fcb38
103403783,DELOITTE,711 CAPITOL WAY S ,OLYMPIA,WA,98501,1293,USA,United States of America,067,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"103403783DELOITTE711 CAPITOL WAY S OLYMPIAWA985011293USAUnited States of America06720123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",08bbc7b087005b8ded235facc3e5cb61
41656989,DELOITTE,4525 EXECUTIVE PARK DR STE 100,MONTGOMERY,AL,36116,1648,USA,United States of America,101,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"41656989DELOITTE4525 EXECUTIVE PARK DR STE 100MONTGOMERYAL361161648USAUnited States of America10120123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",fb2fb63b0265b9763f8b1a6fd3d09f31
206962796,DELOITTE,821 N ARTHUR AVE ,EAGLE GROVE,IA,50533,1112,USA,United States of America,197,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"206962796DELOITTE821 N ARTHUR AVE EAGLE GROVEIA505331112USAUnited States of America19720123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",dfbdae806220c7554e75f07637d691ec
97667779,DELOITTE,6500 SHERIDAN DR STE 216,BUFFALO,NY,14221,4845,USA,United States of America,029,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"97667779DELOITTE6500 SHERIDAN DR STE 216BUFFALONY142214845USAUnited States of America02920123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",bbbacccfec30accc2fab374142feddad
16687517,DELOITTE LLP,150 S MONROE ST STE 306,TALLAHASSEE,FL,32301,1561,USA,United States of America,073,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"16687517DELOITTE LLP150 S MONROE ST STE 306TALLAHASSEEFL323011561USAUnited States of America07320123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",c9b00e4dcb01f0b69d9bb561e2451d4a
16516300,DELOITTE AND TOUCHE LLP,4601 SIX FORKS RD STE 330,RALEIGH,NC,27609,5287,USA,United States of America,183,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"16516300DELOITTE AND TOUCHE LLP4601 SIX FORKS RD STE 330RALEIGHNC276095287USAUnited States of America18320123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",2d8dee71b77462b7cc7dff4f22df185f
5872151,THOMSON,2235 FARADAY AVE STE O,CARLSBAD,CA,92008,7215,USA,United States of America,073,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"5872151THOMSON2235 FARADAY AVE STE OCARLSBADCA920087215USAUnited States of America07320123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",53c2a26831ba27686629d666ff07f2a4
141085094,DELOITTE,1400 16TH ST STE 330,DENVER,CO,80202,1487,USA,United States of America,031,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"141085094DELOITTE1400 16TH ST STE 330DENVERCO802021487USAUnited States of America03120123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",7f10ba047e1d631fc96ccff45950ea34
2910561,DELOITTE,150 FAYETTEVILLE ST STE 1000,RALEIGH,NC,27601,2955,USA,United States of America,183,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"2910561DELOITTE150 FAYETTEVILLE ST STE 1000RALEIGHNC276012955USAUnited States of America18320123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",8e273f7df4fdf5f2021e811f3c4244fc
151863045,DELOITTE AND TOUCHE LLP,325 WOOD HOUSE RD ,FAIRFIELD,CT,06824,1823,USA,United States of America,001,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"151863045DELOITTE AND TOUCHE LLP325 WOOD HOUSE RD FAIRFIELDCT068241823USAUnited States of America00120123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",46453d2b4d4e04cca73dbc05b757b975
2307970,DELOITTE TCHE THMTSU ILA GROUP,555 12TH ST NW STE 5,WASHINGTON,DC,20004,1211,USA,United States of America,001,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"2307970DELOITTE TCHE THMTSU ILA GROUP555 12TH ST NW STE 5WASHINGTONDC200041211USAUnited States of America00120123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",a91d0f101715460a814241d305221d6d
125629229,DELOITTE,8204 NW 107TH TER ,PARKLAND,FL,33076,4746,USA,United States of America,011,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"125629229DELOITTE8204 NW 107TH TER PARKLANDFL330764746USAUnited States of America01120123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",7be472d5e79aebc4bbd8712e4acfdc02
151888861,DELOITTE LLP,6704 CAPSTAN DR ,ANNANDALE,VA,22003,1954,USA,United States of America,059,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"151888861DELOITTE LLP6704 CAPSTAN DR ANNANDALEVA220031954USAUnited States of America05920123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",23a9d0e3404bdd6a994db9f6d40238b6
107970743,"VILLAGE GARDENS DEVELOPMENT COMPANY, LLC",1248 O ST STE 800,LINCOLN,NE,68508,1424,USA,United States of America,109,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"107970743VILLAGE GARDENS DEVELOPMENT COMPANY, LLC1248 O ST STE 800LINCOLNNE685081424USAUnited States of America10920123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",0a5edc37aa36e3fb838af64e7a332098
46426972,DOLOITTE TOUCHE LLB,1203 GOVERNORS SQUARE BLVD ,TALLAHASSEE,FL,32301,2994,USA,United States of America,073,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"46426972DOLOITTE TOUCHE LLB1203 GOVERNORS SQUARE BLVD TALLAHASSEEFL323012994USAUnited States of America07320123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",1717d14c6017a16a985e9238932d6449
103173933,DELOITTE,121 TIJERAS AVE NE ,ALBUQUERQUE,NM,87102,3421,USA,United States of America,001,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"103173933DELOITTE121 TIJERAS AVE NE ALBUQUERQUENM871023421USAUnited States of America00120123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",627666725f52e3b0b4a55db4c22c5f37
99371708,DELOITTE,800 W MAIN ST STE 1400,BOISE,ID,83702,5983,USA,United States of America,001,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"99371708DELOITTE800 W MAIN ST STE 1400BOISEID837025983USAUnited States of America00120123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",0bc1418949e5db68a623619a0fd8ee0d
98052482,DELOITTE JESSICA KIME,2118 BELLEVUE AVE ,SAINT LOUIS,MO,63143,1313,USA,United States of America,189,20123687,DELOITTE LLP,1633 BROADWAY,NEW YORK,NY,10019,6708,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,561430,DELOITTE US DENVER,30 ROCKEFELLER PLZ STE 4350,NEW YORK,NY,10112,4399,USA,United States of America,061,103467149,DELOITTE TOUCHE TOHMATSU LIMITED,"HILL HOUSE, 1 LITTLE NEW STREET",LONDON,,EC4A 3TR,,GBR,United Kingdom of Great Britain and Northern Ireland,,"98052482DELOITTE JESSICA KIME2118 BELLEVUE AVE SAINT LOUISMO631431313USAUnited States of America18920123687DELOITTE LLP1633 BROADWAYNEW YORKNY100196708USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061561430DELOITTE US DENVER30 ROCKEFELLER PLZ STE 4350NEW YORKNY101124399USAUnited States of America061103467149DELOITTE TOUCHE TOHMATSU LIMITEDHILL HOUSE, 1 LITTLE NEW STREETLONDONEC4A 3TRGBRUnited Kingdom of Great Britain and Northern Ireland",4e44efbfa5e03ef7a8700baad3779851
